,time,service_stock,service_orders,service_back_orders,service_stock_position,repair_stock
1555,568.0,2.0,1.0,0.0,3.0,0.0
1556,569.0,1.0,1.0,0.0,2.0,1.0
1557,569.0,1.0,1.0,0.0,2.0,1.0
1558,569.5,1.0,1.0,0.0,2.0,1.0
1559,570.0,0.0,3.0,0.0,3.0,2.0
1560,570.0,0.0,3.0,0.0,3.0,2.0
1561,570.5,0.0,3.0,0.0,3.0,2.0
1562,571.0,0.0,3.0,1.0,2.0,3.0
1563,571.0,0.0,3.0,1.0,2.0,3.0
1564,571.0,1.0,2.0,0.0,3.0,3.0
1565,572.0,0.0,2.0,0.0,2.0,0.0
1566,572.0,2.0,0.0,0.0,2.0,0.0
1567,573.0,1.0,2.0,0.0,3.0,1.0
1568,573.0,1.0,2.0,0.0,3.0,1.0
1569,573.5,1.0,2.0,0.0,3.0,1.0
1570,574.0,0.0,2.0,0.0,2.0,2.0
1571,574.0,0.0,2.0,0.0,2.0,2.0
1572,574.5,0.0,2.0,0.0,2.0,2.0
1573,575.0,0.0,4.0,1.0,3.0,3.0
1574,575.0,0.0,4.0,1.0,3.0,3.0
1575,575.0,1.0,3.0,0.0,4.0,3.0
1576,576.0,0.0,3.0,0.0,3.0,0.0
1577,576.0,2.0,1.0,0.0,3.0,0.0
1578,577.0,1.0,1.0,0.0,2.0,1.0
1579,577.0,1.0,1.0,0.0,2.0,1.0
1580,577.5,1.0,1.0,0.0,2.0,1.0
1581,578.0,0.0,3.0,0.0,3.0,2.0
1582,578.0,0.0,3.0,0.0,3.0,2.0
1583,578.5,0.0,3.0,0.0,3.0,2.0
1584,579.0,0.0,3.0,1.0,2.0,3.0
1585,579.0,0.0,3.0,1.0,2.0,3.0
1586,579.0,1.0,2.0,0.0,3.0,3.0
1587,580.0,0.0,2.0,0.0,2.0,0.0
1588,580.0,2.0,0.0,0.0,2.0,0.0
1589,581.0,1.0,2.0,0.0,3.0,1.0
1590,581.0,1.0,2.0,0.0,3.0,1.0
1591,581.5,1.0,2.0,0.0,3.0,1.0
1592,582.0,0.0,2.0,0.0,2.0,2.0
1593,582.0,0.0,2.0,0.0,2.0,2.0
1594,582.5,0.0,2.0,0.0,2.0,2.0
1595,583.0,0.0,4.0,1.0,3.0,3.0
1596,583.0,0.0,4.0,1.0,3.0,3.0
1597,583.0,1.0,3.0,0.0,4.0,3.0
1598,584.0,0.0,3.0,0.0,3.0,0.0
1599,584.0,2.0,1.0,0.0,3.0,0.0
1600,585.0,1.0,1.0,0.0,2.0,1.0
1601,585.0,1.0,1.0,0.0,2.0,1.0
1602,585.5,1.0,1.0,0.0,2.0,1.0
1603,586.0,0.0,3.0,0.0,3.0,2.0
1604,586.0,0.0,3.0,0.0,3.0,2.0
1605,586.5,0.0,3.0,0.0,3.0,2.0
1606,587.0,0.0,3.0,1.0,2.0,3.0
1607,587.0,0.0,3.0,1.0,2.0,3.0
1608,587.0,1.0,2.0,0.0,3.0,3.0
1609,588.0,0.0,2.0,0.0,2.0,0.0
1610,588.0,2.0,0.0,0.0,2.0,0.0
1611,589.0,1.0,2.0,0.0,3.0,1.0
1612,589.0,1.0,2.0,0.0,3.0,1.0
1613,589.5,1.0,2.0,0.0,3.0,1.0
1614,590.0,0.0,2.0,0.0,2.0,2.0
1615,590.0,0.0,2.0,0.0,2.0,2.0
1616,590.5,0.0,2.0,0.0,2.0,2.0
1617,591.0,0.0,4.0,1.0,3.0,3.0
1618,591.0,0.0,4.0,1.0,3.0,3.0
1619,591.0,1.0,3.0,0.0,4.0,3.0
1620,592.0,0.0,3.0,0.0,3.0,0.0
1621,592.0,2.0,1.0,0.0,3.0,0.0
1622,593.0,1.0,1.0,0.0,2.0,1.0
1623,593.0,1.0,1.0,0.0,2.0,1.0
1624,593.5,1.0,1.0,0.0,2.0,1.0
1625,594.0,0.0,3.0,0.0,3.0,2.0
1626,594.0,0.0,3.0,0.0,3.0,2.0
1627,594.5,0.0,3.0,0.0,3.0,2.0
1628,595.0,0.0,3.0,1.0,2.0,3.0
1629,595.0,0.0,3.0,1.0,2.0,3.0
1630,595.0,1.0,2.0,0.0,3.0,3.0
1631,596.0,0.0,2.0,0.0,2.0,0.0
1632,596.0,2.0,0.0,0.0,2.0,0.0
1633,597.0,1.0,2.0,0.0,3.0,1.0
1634,597.0,1.0,2.0,0.0,3.0,1.0
1635,597.5,1.0,2.0,0.0,3.0,1.0
1636,598.0,0.0,2.0,0.0,2.0,2.0
1637,598.0,0.0,2.0,0.0,2.0,2.0
1638,598.5,0.0,2.0,0.0,2.0,2.0
1639,599.0,0.0,4.0,1.0,3.0,3.0
1640,599.0,0.0,4.0,1.0,3.0,3.0
1641,599.0,1.0,3.0,0.0,4.0,3.0
1642,600.0,0.0,3.0,0.0,3.0,0.0
1643,600.0,2.0,1.0,0.0,3.0,0.0
1644,601.0,1.0,1.0,0.0,2.0,1.0
1645,601.0,1.0,1.0,0.0,2.0,1.0
1646,601.5,1.0,1.0,0.0,2.0,1.0
1647,602.0,0.0,3.0,0.0,3.0,2.0
1648,602.0,0.0,3.0,0.0,3.0,2.0
1649,602.5,0.0,3.0,0.0,3.0,2.0
1650,603.0,0.0,3.0,1.0,2.0,3.0
1651,603.0,0.0,3.0,1.0,2.0,3.0
1652,603.0,1.0,2.0,0.0,3.0,3.0
1653,604.0,0.0,2.0,0.0,2.0,0.0
1654,604.0,2.0,0.0,0.0,2.0,0.0
1655,605.0,1.0,2.0,0.0,3.0,1.0
1656,605.0,1.0,2.0,0.0,3.0,1.0
1657,605.5,1.0,2.0,0.0,3.0,1.0
1658,606.0,0.0,2.0,0.0,2.0,2.0
1659,606.0,0.0,2.0,0.0,2.0,2.0
1660,606.5,0.0,2.0,0.0,2.0,2.0
1661,607.0,0.0,4.0,1.0,3.0,3.0
1662,607.0,0.0,4.0,1.0,3.0,3.0
1663,607.0,1.0,3.0,0.0,4.0,3.0
1664,608.0,0.0,3.0,0.0,3.0,0.0
1665,608.0,2.0,1.0,0.0,3.0,0.0
1666,609.0,1.0,1.0,0.0,2.0,1.0
1667,609.0,1.0,1.0,0.0,2.0,1.0
1668,609.5,1.0,1.0,0.0,2.0,1.0
1669,610.0,0.0,3.0,0.0,3.0,2.0
1670,610.0,0.0,3.0,0.0,3.0,2.0
1671,610.5,0.0,3.0,0.0,3.0,2.0
1672,611.0,0.0,3.0,1.0,2.0,3.0
1673,611.0,0.0,3.0,1.0,2.0,3.0
1674,611.0,1.0,2.0,0.0,3.0,3.0
1675,612.0,0.0,2.0,0.0,2.0,0.0
1676,612.0,2.0,0.0,0.0,2.0,0.0
1677,613.0,1.0,2.0,0.0,3.0,1.0
1678,613.0,1.0,2.0,0.0,3.0,1.0
1679,613.5,1.0,2.0,0.0,3.0,1.0
1680,614.0,0.0,2.0,0.0,2.0,2.0
1681,614.0,0.0,2.0,0.0,2.0,2.0
1682,614.5,0.0,2.0,0.0,2.0,2.0
1683,615.0,0.0,4.0,1.0,3.0,3.0
1684,615.0,0.0,4.0,1.0,3.0,3.0
1685,615.0,1.0,3.0,0.0,4.0,3.0
1686,616.0,0.0,3.0,0.0,3.0,0.0
1687,616.0,2.0,1.0,0.0,3.0,0.0
1688,617.0,1.0,1.0,0.0,2.0,1.0
1689,617.0,1.0,1.0,0.0,2.0,1.0
1690,617.5,1.0,1.0,0.0,2.0,1.0
1691,618.0,0.0,3.0,0.0,3.0,2.0
1692,618.0,0.0,3.0,0.0,3.0,2.0
1693,618.5,0.0,3.0,0.0,3.0,2.0
1694,619.0,0.0,3.0,1.0,2.0,3.0
1695,619.0,0.0,3.0,1.0,2.0,3.0
1696,619.0,1.0,2.0,0.0,3.0,3.0
1697,620.0,0.0,2.0,0.0,2.0,0.0
1698,620.0,2.0,0.0,0.0,2.0,0.0
1699,621.0,1.0,2.0,0.0,3.0,1.0
1700,621.0,1.0,2.0,0.0,3.0,1.0
1701,621.5,1.0,2.0,0.0,3.0,1.0
1702,622.0,0.0,2.0,0.0,2.0,2.0
1703,622.0,0.0,2.0,0.0,2.0,2.0
1704,622.5,0.0,2.0,0.0,2.0,2.0
1705,623.0,0.0,4.0,1.0,3.0,3.0
1706,623.0,0.0,4.0,1.0,3.0,3.0
1707,623.0,1.0,3.0,0.0,4.0,3.0
1708,624.0,0.0,3.0,0.0,3.0,0.0
1709,624.0,2.0,1.0,0.0,3.0,0.0
1710,625.0,1.0,1.0,0.0,2.0,1.0
1711,625.0,1.0,1.0,0.0,2.0,1.0
1712,625.5,1.0,1.0,0.0,2.0,1.0
1713,626.0,0.0,3.0,0.0,3.0,2.0
1714,626.0,0.0,3.0,0.0,3.0,2.0
1715,626.5,0.0,3.0,0.0,3.0,2.0
1716,627.0,0.0,3.0,1.0,2.0,3.0
1717,627.0,0.0,3.0,1.0,2.0,3.0
1718,627.0,1.0,2.0,0.0,3.0,3.0
1719,628.0,0.0,2.0,0.0,2.0,0.0
1720,628.0,2.0,0.0,0.0,2.0,0.0
1721,629.0,1.0,2.0,0.0,3.0,1.0
1722,629.0,1.0,2.0,0.0,3.0,1.0
1723,629.5,1.0,2.0,0.0,3.0,1.0
1724,630.0,0.0,2.0,0.0,2.0,2.0
1725,630.0,0.0,2.0,0.0,2.0,2.0
1726,630.5,0.0,2.0,0.0,2.0,2.0
1727,631.0,0.0,4.0,1.0,3.0,3.0
1728,631.0,0.0,4.0,1.0,3.0,3.0
1729,631.0,1.0,3.0,0.0,4.0,3.0
1730,632.0,0.0,3.0,0.0,3.0,0.0
1731,632.0,2.0,1.0,0.0,3.0,0.0
1732,633.0,1.0,1.0,0.0,2.0,1.0
1733,633.0,1.0,1.0,0.0,2.0,1.0
1734,633.5,1.0,1.0,0.0,2.0,1.0
1735,634.0,0.0,3.0,0.0,3.0,2.0
1736,634.0,0.0,3.0,0.0,3.0,2.0
1737,634.5,0.0,3.0,0.0,3.0,2.0
1738,635.0,0.0,3.0,1.0,2.0,3.0
1739,635.0,0.0,3.0,1.0,2.0,3.0
1740,635.0,1.0,2.0,0.0,3.0,3.0
1741,636.0,0.0,2.0,0.0,2.0,0.0
1742,636.0,2.0,0.0,0.0,2.0,0.0
1743,637.0,1.0,2.0,0.0,3.0,1.0
1744,637.0,1.0,2.0,0.0,3.0,1.0
1745,637.5,1.0,2.0,0.0,3.0,1.0
1746,638.0,0.0,2.0,0.0,2.0,2.0
1747,638.0,0.0,2.0,0.0,2.0,2.0
1748,638.5,0.0,2.0,0.0,2.0,2.0
1749,639.0,0.0,4.0,1.0,3.0,3.0
1750,639.0,0.0,4.0,1.0,3.0,3.0
1751,639.0,1.0,3.0,0.0,4.0,3.0
1752,640.0,0.0,3.0,0.0,3.0,0.0
1753,640.0,2.0,1.0,0.0,3.0,0.0
1754,641.0,1.0,1.0,0.0,2.0,1.0
1755,641.0,1.0,1.0,0.0,2.0,1.0
1756,641.5,1.0,1.0,0.0,2.0,1.0
1757,642.0,0.0,3.0,0.0,3.0,2.0
1758,642.0,0.0,3.0,0.0,3.0,2.0
1759,642.5,0.0,3.0,0.0,3.0,2.0
1760,643.0,0.0,3.0,1.0,2.0,3.0
1761,643.0,0.0,3.0,1.0,2.0,3.0
1762,643.0,1.0,2.0,0.0,3.0,3.0
1763,644.0,0.0,2.0,0.0,2.0,0.0
1764,644.0,2.0,0.0,0.0,2.0,0.0
1765,645.0,1.0,2.0,0.0,3.0,1.0
1766,645.0,1.0,2.0,0.0,3.0,1.0
1767,645.5,1.0,2.0,0.0,3.0,1.0
1768,646.0,0.0,2.0,0.0,2.0,2.0
1769,646.0,0.0,2.0,0.0,2.0,2.0
1770,646.5,0.0,2.0,0.0,2.0,2.0
1771,647.0,0.0,4.0,1.0,3.0,3.0
1772,647.0,0.0,4.0,1.0,3.0,3.0
1773,647.0,1.0,3.0,0.0,4.0,3.0
1774,648.0,0.0,3.0,0.0,3.0,0.0
1775,648.0,2.0,1.0,0.0,3.0,0.0
1776,649.0,1.0,1.0,0.0,2.0,1.0
1777,649.0,1.0,1.0,0.0,2.0,1.0
1778,649.5,1.0,1.0,0.0,2.0,1.0
1779,650.0,0.0,3.0,0.0,3.0,2.0
1780,650.0,0.0,3.0,0.0,3.0,2.0
1781,650.5,0.0,3.0,0.0,3.0,2.0
1782,651.0,0.0,3.0,1.0,2.0,3.0
1783,651.0,0.0,3.0,1.0,2.0,3.0
1784,651.0,1.0,2.0,0.0,3.0,3.0
1785,652.0,0.0,2.0,0.0,2.0,0.0
1786,652.0,2.0,0.0,0.0,2.0,0.0
1787,653.0,1.0,2.0,0.0,3.0,1.0
1788,653.0,1.0,2.0,0.0,3.0,1.0
1789,653.5,1.0,2.0,0.0,3.0,1.0
1790,654.0,0.0,2.0,0.0,2.0,2.0
1791,654.0,0.0,2.0,0.0,2.0,2.0
1792,654.5,0.0,2.0,0.0,2.0,2.0
1793,655.0,0.0,4.0,1.0,3.0,3.0
1794,655.0,0.0,4.0,1.0,3.0,3.0
1795,655.0,1.0,3.0,0.0,4.0,3.0
1796,656.0,0.0,3.0,0.0,3.0,0.0
1797,656.0,2.0,1.0,0.0,3.0,0.0
1798,657.0,1.0,1.0,0.0,2.0,1.0
1799,657.0,1.0,1.0,0.0,2.0,1.0
1800,657.5,1.0,1.0,0.0,2.0,1.0
1801,658.0,0.0,3.0,0.0,3.0,2.0
1802,658.0,0.0,3.0,0.0,3.0,2.0
1803,658.5,0.0,3.0,0.0,3.0,2.0
1804,659.0,0.0,3.0,1.0,2.0,3.0
1805,659.0,0.0,3.0,1.0,2.0,3.0
1806,659.0,1.0,2.0,0.0,3.0,3.0
1807,660.0,0.0,2.0,0.0,2.0,0.0
1808,660.0,2.0,0.0,0.0,2.0,0.0
1809,661.0,1.0,2.0,0.0,3.0,1.0
1810,661.0,1.0,2.0,0.0,3.0,1.0
1811,661.5,1.0,2.0,0.0,3.0,1.0
1812,662.0,0.0,2.0,0.0,2.0,2.0
1813,662.0,0.0,2.0,0.0,2.0,2.0
1814,662.5,0.0,2.0,0.0,2.0,2.0
1815,663.0,0.0,4.0,1.0,3.0,3.0
1816,663.0,0.0,4.0,1.0,3.0,3.0
1817,663.0,1.0,3.0,0.0,4.0,3.0
1818,664.0,0.0,3.0,0.0,3.0,0.0
1819,664.0,2.0,1.0,0.0,3.0,0.0
1820,665.0,1.0,1.0,0.0,2.0,1.0
1821,665.0,1.0,1.0,0.0,2.0,1.0
1822,665.5,1.0,1.0,0.0,2.0,1.0
1823,666.0,0.0,3.0,0.0,3.0,2.0
1824,666.0,0.0,3.0,0.0,3.0,2.0
1825,666.5,0.0,3.0,0.0,3.0,2.0
1826,667.0,0.0,3.0,1.0,2.0,3.0
1827,667.0,0.0,3.0,1.0,2.0,3.0
1828,667.0,1.0,2.0,0.0,3.0,3.0
1829,668.0,0.0,2.0,0.0,2.0,0.0
1830,668.0,2.0,0.0,0.0,2.0,0.0
1831,669.0,1.0,2.0,0.0,3.0,1.0
1832,669.0,1.0,2.0,0.0,3.0,1.0
1833,669.5,1.0,2.0,0.0,3.0,1.0
1834,670.0,0.0,2.0,0.0,2.0,2.0
1835,670.0,0.0,2.0,0.0,2.0,2.0
1836,670.5,0.0,2.0,0.0,2.0,2.0
1837,671.0,0.0,4.0,1.0,3.0,3.0
1838,671.0,0.0,4.0,1.0,3.0,3.0
1839,671.0,1.0,3.0,0.0,4.0,3.0
1840,672.0,0.0,3.0,0.0,3.0,0.0
1841,672.0,2.0,1.0,0.0,3.0,0.0
1842,673.0,1.0,1.0,0.0,2.0,1.0
1843,673.0,1.0,1.0,0.0,2.0,1.0
1844,673.5,1.0,1.0,0.0,2.0,1.0
1845,674.0,0.0,3.0,0.0,3.0,2.0
1846,674.0,0.0,3.0,0.0,3.0,2.0
1847,674.5,0.0,3.0,0.0,3.0,2.0
1848,675.0,0.0,3.0,1.0,2.0,3.0
1849,675.0,0.0,3.0,1.0,2.0,3.0
1850,675.0,1.0,2.0,0.0,3.0,3.0
1851,676.0,0.0,2.0,0.0,2.0,0.0
1852,676.0,2.0,0.0,0.0,2.0,0.0
1853,677.0,1.0,2.0,0.0,3.0,1.0
1854,677.0,1.0,2.0,0.0,3.0,1.0
1855,677.5,1.0,2.0,0.0,3.0,1.0
1856,678.0,0.0,2.0,0.0,2.0,2.0
1857,678.0,0.0,2.0,0.0,2.0,2.0
1858,678.5,0.0,2.0,0.0,2.0,2.0
1859,679.0,0.0,4.0,1.0,3.0,3.0
1860,679.0,0.0,4.0,1.0,3.0,3.0
1861,679.0,1.0,3.0,0.0,4.0,3.0
1862,680.0,0.0,3.0,0.0,3.0,0.0
1863,680.0,2.0,1.0,0.0,3.0,0.0
1864,681.0,1.0,1.0,0.0,2.0,1.0
1865,681.0,1.0,1.0,0.0,2.0,1.0
1866,681.5,1.0,1.0,0.0,2.0,1.0
1867,682.0,0.0,3.0,0.0,3.0,2.0
1868,682.0,0.0,3.0,0.0,3.0,2.0
1869,682.5,0.0,3.0,0.0,3.0,2.0
1870,683.0,0.0,3.0,1.0,2.0,3.0
1871,683.0,0.0,3.0,1.0,2.0,3.0
1872,683.0,1.0,2.0,0.0,3.0,3.0
1873,684.0,0.0,2.0,0.0,2.0,0.0
1874,684.0,2.0,0.0,0.0,2.0,0.0
1875,685.0,1.0,2.0,0.0,3.0,1.0
1876,685.0,1.0,2.0,0.0,3.0,1.0
1877,685.5,1.0,2.0,0.0,3.0,1.0
1878,686.0,0.0,2.0,0.0,2.0,2.0
1879,686.0,0.0,2.0,0.0,2.0,2.0
1880,686.5,0.0,2.0,0.0,2.0,2.0
1881,687.0,0.0,4.0,1.0,3.0,3.0
1882,687.0,0.0,4.0,1.0,3.0,3.0
1883,687.0,1.0,3.0,0.0,4.0,3.0
1884,688.0,0.0,3.0,0.0,3.0,0.0
1885,688.0,2.0,1.0,0.0,3.0,0.0
1886,689.0,1.0,1.0,0.0,2.0,1.0
1887,689.0,1.0,1.0,0.0,2.0,1.0
1888,689.5,1.0,1.0,0.0,2.0,1.0
1889,690.0,0.0,3.0,0.0,3.0,2.0
1890,690.0,0.0,3.0,0.0,3.0,2.0
1891,690.5,0.0,3.0,0.0,3.0,2.0
1892,691.0,0.0,3.0,1.0,2.0,3.0
1893,691.0,0.0,3.0,1.0,2.0,3.0
1894,691.0,1.0,2.0,0.0,3.0,3.0
1895,692.0,0.0,2.0,0.0,2.0,0.0
1896,692.0,2.0,0.0,0.0,2.0,0.0
1897,693.0,1.0,2.0,0.0,3.0,1.0
1898,693.0,1.0,2.0,0.0,3.0,1.0
1899,693.5,1.0,2.0,0.0,3.0,1.0
1900,694.0,0.0,2.0,0.0,2.0,2.0
1901,694.0,0.0,2.0,0.0,2.0,2.0
1902,694.5,0.0,2.0,0.0,2.0,2.0
1903,695.0,0.0,4.0,1.0,3.0,3.0
1904,695.0,0.0,4.0,1.0,3.0,3.0
1905,695.0,1.0,3.0,0.0,4.0,3.0
1906,696.0,0.0,3.0,0.0,3.0,0.0
1907,696.0,2.0,1.0,0.0,3.0,0.0
1908,697.0,1.0,1.0,0.0,2.0,1.0
1909,697.0,1.0,1.0,0.0,2.0,1.0
1910,697.5,1.0,1.0,0.0,2.0,1.0
1911,698.0,0.0,3.0,0.0,3.0,2.0
1912,698.0,0.0,3.0,0.0,3.0,2.0
1913,698.5,0.0,3.0,0.0,3.0,2.0
1914,699.0,0.0,3.0,1.0,2.0,3.0
1915,699.0,0.0,3.0,1.0,2.0,3.0
1916,699.0,1.0,2.0,0.0,3.0,3.0
1917,700.0,0.0,2.0,0.0,2.0,0.0
1918,700.0,2.0,0.0,0.0,2.0,0.0
1919,701.0,1.0,2.0,0.0,3.0,1.0
1920,701.0,1.0,2.0,0.0,3.0,1.0
1921,701.5,1.0,2.0,0.0,3.0,1.0
1922,702.0,0.0,2.0,0.0,2.0,2.0
1923,702.0,0.0,2.0,0.0,2.0,2.0
1924,702.5,0.0,2.0,0.0,2.0,2.0
1925,703.0,0.0,4.0,1.0,3.0,3.0
1926,703.0,0.0,4.0,1.0,3.0,3.0
1927,703.0,1.0,3.0,0.0,4.0,3.0
1928,704.0,0.0,3.0,0.0,3.0,0.0
1929,704.0,2.0,1.0,0.0,3.0,0.0
1930,705.0,1.0,1.0,0.0,2.0,1.0
1931,705.0,1.0,1.0,0.0,2.0,1.0
1932,705.5,1.0,1.0,0.0,2.0,1.0
1933,706.0,0.0,3.0,0.0,3.0,2.0
1934,706.0,0.0,3.0,0.0,3.0,2.0
1935,706.5,0.0,3.0,0.0,3.0,2.0
1936,707.0,0.0,3.0,1.0,2.0,3.0
1937,707.0,0.0,3.0,1.0,2.0,3.0
1938,707.0,1.0,2.0,0.0,3.0,3.0
1939,708.0,0.0,2.0,0.0,2.0,0.0
1940,708.0,2.0,0.0,0.0,2.0,0.0
1941,709.0,1.0,2.0,0.0,3.0,1.0
1942,709.0,1.0,2.0,0.0,3.0,1.0
1943,709.5,1.0,2.0,0.0,3.0,1.0
1944,710.0,0.0,2.0,0.0,2.0,2.0
1945,710.0,0.0,2.0,0.0,2.0,2.0
1946,710.5,0.0,2.0,0.0,2.0,2.0
1947,711.0,0.0,4.0,1.0,3.0,3.0
1948,711.0,0.0,4.0,1.0,3.0,3.0
1949,711.0,1.0,3.0,0.0,4.0,3.0
1950,712.0,0.0,3.0,0.0,3.0,0.0
1951,712.0,2.0,1.0,0.0,3.0,0.0
1952,713.0,1.0,1.0,0.0,2.0,1.0
1953,713.0,1.0,1.0,0.0,2.0,1.0
1954,713.5,1.0,1.0,0.0,2.0,1.0
1955,714.0,0.0,3.0,0.0,3.0,2.0
1956,714.0,0.0,3.0,0.0,3.0,2.0
1957,714.5,0.0,3.0,0.0,3.0,2.0
1958,715.0,0.0,3.0,1.0,2.0,3.0
1959,715.0,0.0,3.0,1.0,2.0,3.0
1960,715.0,1.0,2.0,0.0,3.0,3.0
1961,716.0,0.0,2.0,0.0,2.0,0.0
1962,716.0,2.0,0.0,0.0,2.0,0.0
1963,717.0,1.0,2.0,0.0,3.0,1.0
1964,717.0,1.0,2.0,0.0,3.0,1.0
1965,717.5,1.0,2.0,0.0,3.0,1.0
1966,718.0,0.0,2.0,0.0,2.0,2.0
1967,718.0,0.0,2.0,0.0,2.0,2.0
1968,718.5,0.0,2.0,0.0,2.0,2.0
1969,719.0,0.0,4.0,1.0,3.0,3.0
1970,719.0,0.0,4.0,1.0,3.0,3.0
1971,719.0,1.0,3.0,0.0,4.0,3.0
1972,720.0,0.0,3.0,0.0,3.0,0.0
1973,720.0,2.0,1.0,0.0,3.0,0.0
1974,721.0,1.0,1.0,0.0,2.0,1.0
1975,721.0,1.0,1.0,0.0,2.0,1.0
1976,721.5,1.0,1.0,0.0,2.0,1.0
1977,722.0,0.0,3.0,0.0,3.0,2.0
1978,722.0,0.0,3.0,0.0,3.0,2.0
1979,722.5,0.0,3.0,0.0,3.0,2.0
1980,723.0,0.0,3.0,1.0,2.0,3.0
1981,723.0,0.0,3.0,1.0,2.0,3.0
1982,723.0,1.0,2.0,0.0,3.0,3.0
1983,724.0,0.0,2.0,0.0,2.0,0.0
1984,724.0,2.0,0.0,0.0,2.0,0.0
1985,725.0,1.0,2.0,0.0,3.0,1.0
1986,725.0,1.0,2.0,0.0,3.0,1.0
1987,725.5,1.0,2.0,0.0,3.0,1.0
1988,726.0,0.0,2.0,0.0,2.0,2.0
1989,726.0,0.0,2.0,0.0,2.0,2.0
1990,726.5,0.0,2.0,0.0,2.0,2.0
1991,727.0,0.0,4.0,1.0,3.0,3.0
1992,727.0,0.0,4.0,1.0,3.0,3.0
1993,727.0,1.0,3.0,0.0,4.0,3.0
1994,728.0,0.0,3.0,0.0,3.0,0.0
1995,728.0,2.0,1.0,0.0,3.0,0.0
1996,729.0,1.0,1.0,0.0,2.0,1.0
1997,729.0,1.0,1.0,0.0,2.0,1.0
1998,729.5,1.0,1.0,0.0,2.0,1.0
1999,730.0,0.0,3.0,0.0,3.0,2.0
2000,730.0,0.0,3.0,0.0,3.0,2.0
2001,730.5,0.0,3.0,0.0,3.0,2.0
2002,731.0,0.0,3.0,1.0,2.0,3.0
2003,731.0,0.0,3.0,1.0,2.0,3.0
2004,731.0,1.0,2.0,0.0,3.0,3.0
2005,732.0,0.0,2.0,0.0,2.0,0.0
2006,732.0,2.0,0.0,0.0,2.0,0.0
2007,733.0,1.0,2.0,0.0,3.0,1.0
2008,733.0,1.0,2.0,0.0,3.0,1.0
2009,733.5,1.0,2.0,0.0,3.0,1.0
2010,734.0,0.0,2.0,0.0,2.0,2.0
2011,734.0,0.0,2.0,0.0,2.0,2.0
2012,734.5,0.0,2.0,0.0,2.0,2.0
2013,735.0,0.0,4.0,1.0,3.0,3.0
2014,735.0,0.0,4.0,1.0,3.0,3.0
2015,735.0,1.0,3.0,0.0,4.0,3.0
2016,736.0,0.0,3.0,0.0,3.0,0.0
2017,736.0,2.0,1.0,0.0,3.0,0.0
2018,737.0,1.0,1.0,0.0,2.0,1.0
2019,737.0,1.0,1.0,0.0,2.0,1.0
2020,737.5,1.0,1.0,0.0,2.0,1.0
2021,738.0,0.0,3.0,0.0,3.0,2.0
2022,738.0,0.0,3.0,0.0,3.0,2.0
2023,738.5,0.0,3.0,0.0,3.0,2.0
2024,739.0,0.0,3.0,1.0,2.0,3.0
2025,739.0,0.0,3.0,1.0,2.0,3.0
2026,739.0,1.0,2.0,0.0,3.0,3.0
2027,740.0,0.0,2.0,0.0,2.0,0.0
2028,740.0,2.0,0.0,0.0,2.0,0.0
2029,741.0,1.0,2.0,0.0,3.0,1.0
2030,741.0,1.0,2.0,0.0,3.0,1.0
2031,741.5,1.0,2.0,0.0,3.0,1.0
2032,742.0,0.0,2.0,0.0,2.0,2.0
2033,742.0,0.0,2.0,0.0,2.0,2.0
2034,742.5,0.0,2.0,0.0,2.0,2.0
2035,743.0,0.0,4.0,1.0,3.0,3.0
2036,743.0,0.0,4.0,1.0,3.0,3.0
2037,743.0,1.0,3.0,0.0,4.0,3.0
2038,744.0,0.0,3.0,0.0,3.0,0.0
2039,744.0,2.0,1.0,0.0,3.0,0.0
2040,745.0,1.0,1.0,0.0,2.0,1.0
2041,745.0,1.0,1.0,0.0,2.0,1.0
2042,745.5,1.0,1.0,0.0,2.0,1.0
2043,746.0,0.0,3.0,0.0,3.0,2.0
2044,746.0,0.0,3.0,0.0,3.0,2.0
2045,746.5,0.0,3.0,0.0,3.0,2.0
2046,747.0,0.0,3.0,1.0,2.0,3.0
2047,747.0,0.0,3.0,1.0,2.0,3.0
2048,747.0,1.0,2.0,0.0,3.0,3.0
2049,748.0,0.0,2.0,0.0,2.0,0.0
2050,748.0,2.0,0.0,0.0,2.0,0.0
2051,749.0,1.0,2.0,0.0,3.0,1.0
2052,749.0,1.0,2.0,0.0,3.0,1.0
2053,749.5,1.0,2.0,0.0,3.0,1.0
2054,750.0,0.0,2.0,0.0,2.0,2.0
2055,750.0,0.0,2.0,0.0,2.0,2.0
2056,750.5,0.0,2.0,0.0,2.0,2.0
2057,751.0,0.0,4.0,1.0,3.0,3.0
2058,751.0,0.0,4.0,1.0,3.0,3.0
2059,751.0,1.0,3.0,0.0,4.0,3.0
2060,752.0,0.0,3.0,0.0,3.0,0.0
2061,752.0,2.0,1.0,0.0,3.0,0.0
2062,753.0,1.0,1.0,0.0,2.0,1.0
2063,753.0,1.0,1.0,0.0,2.0,1.0
2064,753.5,1.0,1.0,0.0,2.0,1.0
2065,754.0,0.0,3.0,0.0,3.0,2.0
2066,754.0,0.0,3.0,0.0,3.0,2.0
2067,754.5,0.0,3.0,0.0,3.0,2.0
2068,755.0,0.0,3.0,1.0,2.0,3.0
2069,755.0,0.0,3.0,1.0,2.0,3.0
2070,755.0,1.0,2.0,0.0,3.0,3.0
2071,756.0,0.0,2.0,0.0,2.0,0.0
